11,14,2,7,(11)เป็นการเปรียบเทียบผู้ปฏิเสธศรัทธาว่า พวกเขาประหนึ่งผู้ที่หัวใจและหูของเขาถูกปิดพนึกไว้ เพราะการไม่ยอมเข้าใจ และสดับฟังความจริงที่มาจากพระเจ้าของเขา ย่อมไม่แตกต่างกับหัวใจและหูที่ถูกปิดผนึกไว้แต่อย่างใด เพราะต่างก็ไม่ได้รับความกระจ่างจากอัลลอฮ์เช่นเดียวกันและตาของพวกเขาที่ไม่ใช้มองในสิ่งที่อำนวยประโยชน์ ก็ไม่แตกต่างจากตาที่มีสิ่งปกคลุมแต่อย่างใด,th,2024-01-21 17:35:11,2024-01-21 17:35:11
12,15,2,8,(12)หมายถึงพวกมุนาฟิกที่ศรัทธาแต่เพียงคำพูด แต่หัวใจปฏิเสธ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
13,16,2,9,(13)คือการหลอกลวงของพวกเขานั้น หาได้เป็นอันตรายแก่ผู้ใดไม่ นอกจากตัวของพวกเขาเองเท่านั้น เพราะพวกเขาปฏิเสธข้อปฏิบัติที่จะอำนวยประโยชน์แก่ตัวของพวกเขาเอง แต่พวกเขาไม่รู้สึก,th,2024-01-21 17:35:11,2024-01-21 17:35:11
14,17,2,10,(14)โรคแห่งความสงสัย ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
15,17,2,10,(15)โรคแห่งความดื้นรั้นและปฏิเสธศรัทธา,th,2024-01-21 17:35:11,2024-01-21 17:35:11
16,18,2,11,(16)เป็นการกล่าวแก้ต่างที่แสดงออกซึ่งความดึงดัน และมีทิฐิ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
17,19,2,12,(17)เพราะพวกเขาประพฤติและปฏิบัติตามความใคร่ใฝ่ต่ำ จึงก่อให้เกิดความเสียหาย แต่เนื่องจากหัวใจของพวกเขาบอดเสียแล้วพวกเขาจึงไม่รู้สึก,th,2024-01-21 17:35:11,2024-01-21 17:35:11
18,20,2,13,(18)หมายถึงผู้ที่ศรัทธาด้วยใจจริง ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
19,20,2,13,(19)หมายถึงผู้ที่ศรัทธาต่อท่านนบีมูฮัมมัด กล่าวคือ พวกมุนาฟิกนั้น เมื่อได้รับคำเชิญชวนให้ศรัทธาต่อท่านนบี เช่นเดียวกับผู้ศรัทธาทั้งหลาย พวกเขากล่าวว่า ผู้ศรัทธาทั้งหลายเป็นพวกโง่เขลาทั้งนั้น จะให้พวกเขาศรัทธาเช่นพวกเหล่านั้นย่อมเป็นไปไม่ได้,th,2024-01-21 17:35:11,2024-01-21 17:35:11
20,21,2,14,(20)คือเย้ยหยันผู้ศรัทธา ด้วยการแสดงตนว่าเป็นผู้ศรัทธา ทั้ง ๆ ที่พวกเขาไม่ได้ศรัทธาแต่อย่างใด,th,2024-01-21 17:35:11,2024-01-21 17:35:11
21,22,2,15,(21)อัลลอฮ์จะไม่ทรงลงโทษในทันทีทันใด แต่จะทรงปล่อยให้พวกเขาระเริงอยู่ในการละเมิดต่อไป จนกระทั่งทรงเห็นว่าได้เวลาอันสมควรแล้ว ก็จะทรงลงโทษ และผู้ใดที่อัลลอฮ์ทรงลงโทษแล้วก็ไม่มีใครจะช่วยเขาได้,th,2024-01-21 17:35:11,2024-01-21 17:35:11
22,23,2,16,(22)คือนำเอาแนวทางที่ถูกต้องที่อัลลอฮ์ทรงประทานให้ไปแลกเปลี่ยนเอาทางที่ผิด,th,2024-01-21 17:35:11,2024-01-21 17:35:11
23,23,2,16,(23)อัลลอฮ์ทรงเปรียบเทียบการดำเนินชีวิตของมนุษย์ว่าเหมือนกับการค้าขาย กล่าวคือการดำเนินชีวิตในทางที่ผิดนั้น ย่อมทำให้ชีวิตได้รับความเดือดร้อนฉันใด การค้าขายที่ซื้อแต่สินค้าเลว ๆ และเสียหาย ย่อมนำมาซึ่งการขาดทุนฉันนั้น,th,2024-01-21 17:35:11,2024-01-21 17:35:11
24,24,2,17,(24)เพื่อจะได้เห็นสิ่งที่อยู่รอบ ๆ ตัวพวกเขาว่า มีอะไรบ้างที่มีประโยชน์และเป็นอันตรายแก่ตัวของพวกเขาอันเปรียบได้ดั่งการมาของอิสลาม เพราะอิสลามทำให้เขารู้และเข้าใจสิ่งที่เป็นหน้าที่ของพวกเขา ความที่ว่า “สิ่งที่อยู่รอบ ๆ ตัวของพวกเขา” นั้น หมายถึงหน้าที่ต่าง ๆ ที่พวกเขาต้องปฏิบัติ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
25,24,2,17,(25)เมื่อไฟได้ช่วยให้เขาเห็นสิ่งต่าง ๆ ที่อยู่รอบตัวเขา อันหมายถึงหน้าที่ของพวกเขา แทนที่เขาจะให้ความสนใจกับสิ่งเหล่านั้นเพื่อประโยชน์แก่ตัวของเขา กลับทำเป็นไม่เห็นและผินหลังให้เสีย ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
26,24,2,17,(26)เมื่อพวกเขาไม่สนใจในสิ่งที่พวกเขาเห็นรอบ ๆ ตัวของเขา อัลลอฮ์ทรงปล่อยให้พวกเขาอยู่ในความมืดต่อไปกล่าวคือ ปล่อยให้จมปลักในความโง่ต่อไป ตามที่พวกเขาปรารถนา ทั้งนี้โดยที่ได้ทรงใช้ถ้อยคำในเชิงประชดว่า อัลลอฮ์ก็ทรงนำเอาแสงสว่างของพวกเขาไป ปล่อยให้พวกเขาอยู่ในความมืดมิด ซึ่งพวกเขาไม่สามารถจะมองเห็นได้ ในการที่จะทำให้พวกเขาใช้ชีวิตอยู่ในความมืด โดยไม่สามารถรู้ว่าอะไรควรและไม่ควร อันเป็นการเปรียบเทียบให้เห็นสภาพของผู้ปฏิบัติศรัทธาว่าการดำเนินชีวิตของพวกเขานั้นเหมือนอยู่ในความมืด,th,2024-01-21 17:35:11,2024-01-21 17:35:11
27,25,2,18,(27)อัลลอฮ์ทรงเปรียบเทียบพวกเขาว่าประหนึ่ง คนหูหนวก เป็นใบ้ และตาบอด และประการหนึ่งว่าพวกมุนาฟิกนั้น เป็นพวกที่สูญเสียอวัยวะสำคัญทั้งสามดังกล่าว แน่นอนผู้ที่มีสภาพดังกล่าวย่อมไม่สามารถกลับไปสู่ทางที่ถูกได้ เพราะว่าจะฟังเขาพูดก็ไม่ได้ยิน จะถามเขาก็พูดไม่ได้ และจะมองก็มองไม่เห็น อันนับได้ว่าเป็นมนุษย์ที่น่าทุเรศที่สุด,th,2024-01-21 17:35:11,2024-01-21 17:35:11
28,26,2,19,(28)ตามธรรมดาสำหรับผู้มีปัญญานั้น เมื่อกลัวฟ้าผ่า ก็จะต้องหลีกเลี่ยงให้ห่างไกลจากสิ่งที่เป็นสื่อไฟฟ้าเสีย จึงจะได้รับความปลอดภัย ไม่ใช่เอานิ้วมืออุดหู เพื่อไม่ให้ได้ยินเสียฟ้าผ่า แล้วฟ้าก็จะไม่ผ่า อันเป็นการกระทำของผู้ที่ขาดปัญญา ในทำนองเดียวกัน พวกมุนาฟิกที่พยายามหลีกเลี่ยงไม่ยอมฟัง อัลกุรอาน และคำแนะนำของท่านนบีนั้น ก็ใช่ว่าจะพ้นการลงโทษของอัลลอฮ์ได้ เพียงแต่แก้ตัวว่าไม่เคยได้ยินโองการของอัลลอฮ์และคำแนะนำของท่านนบีเท่านั้น ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
29,26,2,19,(29)เป็นการแจ้งให้ทราบว่าพวกเขาไม่สามารถจะหนีให้พ้นไปได้ เพราะประหนึ่งพวกเขาถูกล้อมไว้แล้ว,th,2024-01-21 17:35:11,2024-01-21 17:35:11
30,27,2,20,(30)อัลลอฮ์ทรงเปรียบเทียบว่า ความชัดเจนของอัลกุรอานนั้นให้ความเจิดจ้าประดุจสายฟ้าแลบที่แทบจะเฉี่ยวสายตาของพวกเขาไป,th,2024-01-21 17:35:11,2024-01-21 17:35:11
31,27,2,20,(31)ทรงเทียบว่า เมื่ออัลกุรอานได้ให้ความเข้าใจแก่พวกเขา ในสิ่งที่พวกเขายังมืดมนอยู่ (อันเปรียบเสมือนแสงฟ้าแลบที่ให้ความสว่างแก่พวกเขา) พวกเขาก็ปฏิบัติตาม แต่เมื่อพวกเขาไม่สบอารมณ์ในข้อความของอัลกุรอาน (อันเปรียบเสมือนแสงฟ้าแลบได้มืดลง) พวกเขาก็ไม่ยอมปฏิบัติ (อันเปรียบเสมือนพวกที่ยืนอยู่กับที่),th,2024-01-21 17:35:11,2024-01-21 17:35:11
32,27,2,20,(32)ถ้าอัลลอฮ์ทรงประสงค์จะลงโทษพวกเขา พระองค์ก็ทรงให้ตาของพวกเขาบอดไปแล้ว เพราะมีตาก็เหมือนไม่มี เนื่องจากไม่ก่อให้เกิดประโยชน์แก่ตนเองแต่อย่างใด,th,2024-01-21 17:35:11,2024-01-21 17:35:11
33,28,2,21,(33)การให้เอกภาพแเด่อัลลอฮ์ด้วยความนอบน้อมถ่อมตน และจงรักภักดีต่อพระองค์,th,2024-01-21 17:35:11,2024-01-21 17:35:11
34,29,2,22,(34)ให้แผ่นดินเป็นผืนราบเหมือนที่นอน ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
35,29,2,22,(35)ให้ฟากฟ้าที่มองเห็นเป็นรูปโดมนั้น เป็นเสมือนอาคารที่มนุษย์พักอาศัย,th,2024-01-21 17:35:11,2024-01-21 17:35:11
36,29,2,22,(36)อย่าให้มีผู้หนึ่งผู้ใดหรือสิ่งหนึ่งสิ่งใดเท่าเทียมกับพระองค์ ทั้งในความรัก ความกลัวเกรง และในการจงรักภักดี ตลอดจนในสิ่งอื่นใดทั้งสิ้น กล่าวคือ เราจะต้องให้พระองค์อยู่เหนือกว่าสิ่งใดทั้งมวล เฉพาะอย่างยิ่งในการอิบาดะฮ์ต่อพระองค์ทุกประเภท จะต้องให้เป็นไปเพื่อความโปรดปรานของพระองค์ แต่เพียงองค์เดียวเท่านั้น,th,2024-01-21 17:35:11,2024-01-21 17:35:11
37,30,2,23,(37)จากอัลกุรอาน ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
38,30,2,23,(38)แก่ท่านนบีมุฮัมมัด,th,2024-01-21 17:35:11,2024-01-21 17:35:11
39,30,2,23,(39)คือจงประพันธ์มาสักซูเราะฮ์หนึ่ง เช่นเดียวกับอัลกุรอาน ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
40,30,2,23,(40)อัลลอฮ์ทรงใช้ให้พวกเขาชักชวนบรรดาผู้เชี่ยวชาญที่ร่วมอยู่ในหมู่พวกเขาให้ช่วยเหลือในการประพันธ์อีกด้วย ยกเว้นอัลลอฮ์องค์เดียวเท่านั้น หากพวกเขาพูดจริงตามที่อ้างไว้ และการที่ต้องยกเว้นอัลลอฮ์นั้นก็เพราะว่าพระองค์อยู่ในสภาพที่ร่วมอยู่กับพวกเขาด้วยและสามารถประพันธ์ได้ เพราะอัลกุรอานเป็นดำรัสของพระองค์,th,2024-01-21 17:35:11,2024-01-21 17:35:11
41,31,2,24,(41)หมายถึงมนุษย์ที่ดื้อด้าน และปฏิเสธศรัทธา ส่วนหินนั้นหมายถึงหินที่มนุษย์นำมาสลักเป็นเจว็ดสำหรับเคารพสักการะ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
42,32,2,25,(42)โดยเข้าใจผิดว่า เป็นผลไม้ที่เหมือนกับที่พวกเขาเคยบริโภคมาก่อนแล้วในโลกนี้ ทั้งนี้เพราะมีลักษณะคล้ายคลึงกัน แต่ความจริงนั้นเหมือนแต่เพียงรูปร่าง และลักษณะเท่านั้น ส่วนรสชาติห่างไกลกันมาก,th,2024-01-21 17:35:11,2024-01-21 17:35:11
43,32,2,25,(43)คือคู่ครองที่บริสุทธิ์ทั้งจิตใจและร่างกาย และบริสุทธิ์จากการแตะต้องโดยมนุษย์และญิน เป็นคู่ครองที่อยู่กันเยี่ยงสามีภรรยา หาใช่เป็นเพียงเพื่อนสนทนาอย่างที่พวกก็อดยานีเข้าใจไม่,th,2024-01-21 17:35:11,2024-01-21 17:35:11
44,33,2,26,(44)สิ่งที่เล็กยิ่งกว่าริ้น ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
45,33,2,26,(45)อุทาหรณ์ที่อัลลอฮ์ทรงยกมาเปรียบเทียบ ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
46,33,2,26,(46)ในการที่พระองค์ทรงนำเอาริ้นมาเปรียบเทียบ เนื่องจากพระองค์ทรงประสงค์ในการทดสอบบุคคล ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
47,33,2,26,(47)พวกที่ดื้อดึงไม่ยอมเชื่อ เนื่องจากไม่ใช้ปัญญาหาความเข้าใจ ในอุทาหรณ์ดังกล่าว ดังนั้นพวกเขาจึงหลงทางด้วยการปฏิเสธศรัทธา,th,2024-01-21 17:35:11,2024-01-21 17:35:11
48,33,2,26,(48)สำหรับผู้ที่ใช้ปัญญา ย่อมเข้าใจในอุทาหรณ์ดีแล้ว พวกเขาก็ได้รับแนวทางที่ถูกต้อง และศรัทธาต่อพระองค์,th,2024-01-21 17:35:11,2024-01-21 17:35:11
49,34,2,27,(49)สัญญาทางสามัญสำนึก หรือทางสัญชาตญาณที่จะทำให้พวกเขายอมรับในการเป็นการเป็นพระเจ้าของอัลลอฮ์ ดังที่พระองค์ได้ทรงถามพวกเขาขณะยังอยู่ในสภาพเชื้อสุจิอยู่ว่า “ข้าไม่ใช่พระเจ้าของพวกเจ้าดอกหรือ ?  พวกเขาตอบว่า ใช่ขอรับ พวกข้าพระองค์ขอยืนยัน” แต่แล้วพวกเขาก็ทำลายสัญญานั้นเสีย ด้วยการปฏิเสธการเป็นพระเจ้าของพระองค์ ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
50,34,2,27,(50)ไม่ปฏิบัติตามสิ่งที่พระองค์ทรงใช้ ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
51,35,2,28,(51)คือยังอยู่ในสภาพเป็นเดิม อันหมายถึงท่านนบีอาดัมผู้เป็นบิดาแห่งมนุษยชาติทั้งมวล,th,2024-01-21 17:35:11,2024-01-21 17:35:11
52,36,2,29,(52)ซึ่งขณะนั้นฟากฟ้ายังเป็นหมอกควันอยู่ ดังที่พระองค์ทรงแจ้งไว้ว่า “แล้วพระองค์ได้ทรงมุ่งสู่ฟากฟ้า ขณะที่มันยังเป็นหมอกควันอยู่”,th,2024-01-21 17:35:11,2024-01-21 17:35:11
53,37,2,30,(53)คือนบีอาดัม ซึ่งเป็นมนุษย์คนแรก และเป็นบิดาของมนุษยชาติมิใช่คนใดคนหนึ่งที่ชื่ออาดัม ตามที่พวกก็อดยานีได้บิดเบือนไว้,th,2024-01-21 17:35:11,2024-01-21 17:35:11
54,37,2,30,(54)การที่มลาอิกะฮ์กล่าวเช่นนั้น อาจเข้าใจได้ว่าเมื่อก่อนโน้นอัลลอฮ์เคยบังเกิดสิ่งที่มีชีวิต และมีปัญญามาในโลก แล้วพวกเขาเหล่านั้นประหัตประหารกัน จนกระทั่งสูญพันธุ์ ทั้งนี้ด้วยพระประสงค์ของพระองค์แล้วพระองค์ก็ทรงบังเกิดอาดัมขึ้นมาใหม่จากเดิม เพื่อเป็นผู้แทนของพระองค์ในพิภพ ซึ่งจะมีลูกหลานแพร่สะพัดไปทั่วโลกในการนี้ให้มลาอิกะฮ์เข้าใจว่า ลูกหลานของอาดัมจะประหัตประหารกัน และหลั่งเลือด จึงได้ถามพระองค์เพื่อต้องการทราบ ใช่ว่าเป็นการคัดค้านแต่อย่างใดไม่,th,2024-01-21 17:35:11,2024-01-21 17:35:11
55,37,2,30,(55)อัลลอฮ์ทรงรู้ดียิ่ง ถึงเป้าหมายในการบังเกิดท่านนบีอาดัม แต่มลาอิกะฮ์ไม่รู้,th,2024-01-21 17:35:11,2024-01-21 17:35:11
56,38,2,31,(56)อัลลอฮ์ทรงสอนบรรดาชื่อทั้งปวงของสิ่งที่พระองค์ได้ทรงสร้างไว้ในพิภพ ให้แก่นบีอาดัมได้ทราบ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
57,41,2,34,(57)หมายถึงการโน้มศีรษะลงด้วยความนอบน้อม เป็นการคารวะและเคารพนับถือ มิใช่หมายถึงการวางใบหน้าลงบนพื้นแต่อย่างใดเพราะปฏิบัติการดังกล่าวนี้ จะกระทำได้เฉพาะอัลลอฮ์เท่านั้น,th,2024-01-21 17:35:11,2024-01-21 17:35:11
58,41,2,34,(58)เป็นต้นตอแห่งเชื้อสายของชัยฏอน และชัยฏอนนั้นคือผู้ที่ฝ่าฝืนและดื้อดึงจากพวกญิน,th,2024-01-21 17:35:11,2024-01-21 17:35:11
59,42,2,35,(59)ต้นไม้ต้นหนึ่งในสวนสวรรค์ ซึ่งพระองค์ทรงชี้ให้อาดัมและเฮาวา ดู,th,2024-01-21 17:35:11,2024-01-21 17:35:11
60,43,2,36,(60)เนื่องจากเข้าใกล้ต้นไม้ต้นนั้น และบริโภคผลของมัน,th,2024-01-21 17:35:11,2024-01-21 17:35:11
61,43,2,36,(61)ออกจากสวนสวรรค์ ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
62,43,2,36,(62)บางส่วนของลุกหลานอาดัม กับผู้ที่สืบเชื้อสายจขากอิบลีสที่จะมีต่อไป,th,2024-01-21 17:35:11,2024-01-21 17:35:11
63,43,2,36,(63)จนกว่าจะถึงวาระแห่งการสิ้นชีวิต,th,2024-01-21 17:35:11,2024-01-21 17:35:11
64,44,2,37,(64)แล้วได้วิงวอนขออภัยโทษต่อพระองค์,th,2024-01-21 17:35:11,2024-01-21 17:35:11
65,45,2,38,(65)ทั้งนบีอาดัม พระนางเฮาวาอ์ และอิบลีส,th,2024-01-21 17:35:11,2024-01-21 17:35:11
66,45,2,38,(66)เมื่อพวกเขาฟื้นคืนชีพในวันปรโลก พวกเขาจะไม่มีความกลัวใด ๆ ที่จะถูกลงโทษ และจะไม่เสียใจในสิ่งตอบแทนที่พวกเขาจะได้รับ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
67,47,2,40,(67)หมายถึงได้ทรงให้บุคคลในประชาชาติของอิสรออีล เป็นร่อซูลของพระองค์ติดต่อกันมาหลายยุคหลายสมัยจนพวกเขาเข้าใจผิดว่าพวกเขาเป็นประชาชาติที่อัลลอฮ์ทรงรัก,th,2024-01-21 17:35:11,2024-01-21 17:35:11
68,47,2,40,(68)ให้เคารพอิบาดะฮ์ต่อพระองค์แต่เพียงองค์เดียวเท่านั้น โดยปราศจากการตั้งภาคีใด ๆ ทั้งสิ้น ให้ปฏิบัติตามศาสนบัญญัติ และให้ศรัทธาต่อบรรดาร่อซูลของพระองค์ เมื่อประจักษ์หลักฐานความเป็นจริงของร่อซูลเหล่านั้น,th,2024-01-21 17:35:11,2024-01-21 17:35:11
69,48,2,41,(69)ให้ศรัทธาต่ออัลกุรอานที่ถูกประทานลงมาเพื่อยืนยันคัมภีร์เตารอด และอินญีล ซึ่งมีอยู่ในมือของเขา,th,2024-01-21 17:35:11,2024-01-21 17:35:11
70,48,2,41,(70)อย่าได้ละทิ้งโองการของอัลลอฮ์ที่ท่านนบีนำมา โดยเห็นแก่ประโยชน์เล็ก ๆ น้อย ๆ ที่เคยได้รับ ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
71,48,2,41,(71)อย่าได้ละทิ้งโองการของอัลลอฮ์ที่ท่านนบีนำมา โดยเห็นแก่ประโยชน์เล็ก ๆ น้อย ๆ ที่เคยได้รับ,th,2024-01-21 17:35:11,2024-01-21 17:35:11
72,49,2,42,(72)อย่าปกปิดลักษณะของนบีมุฮัมมัดที่ปรากฏอยู่ในคัมภีร์ของพวกเจ้า  โดยนำเอาลักษณะอื่นที่ไม่เป็นจริงมาแทน,th,2024-01-21 17:35:11,2024-01-21 17:35:11
73,50,2,43,(73)ให้พวกเขาอยู่ในหมู่มุสลิม และทำละหมาดร่วมกัน,th,2024-01-21 17:35:11,2024-01-21 17:35:11
74,51,2,44,(74)นักปราชญ์ของยิวได้แนะนำให้บางส่วนของพวกเขาศรัทธาต่อท่านนบีมุฮัมมัด แต่พวกเขาเองไม่ยอมศรัทธา,th,2024-01-21 17:35:11,2024-01-21 17:35:11
75,52,2,45,(75)ให้ใช้ความอดทนเป็นสำคัญในการปฏิบัติตามบัญญัติศาสนา,th,2024-01-21 17:35:11,2024-01-21 17:35:11
76,52,2,45,(76)ให้ดำรงไว้ซึ่งการละหมาดด้วย เพราะการละหมาดจะช่วยให้ผู้ปฏิบัติรำลึกถึงอัลลอฮ์และมีความยำแกรงต่ออัลลอฮ์,th,2024-01-21 17:35:11,2024-01-21 17:35:11
77,52,2,45,(77)ทั้งนี้เพราะการละหมาดนั้นต้องปฏิบัติเป็นเนืองนิจ อันเป็นภาระที่เปรียบเสมือนสิ่งใหญ่โตที่ต้องใช้การบากบั่นเป็นอย่างมาก,th,2024-01-21 17:35:11,2024-01-21 17:35:11
78,52,2,45,(78)นอกจากผู้ที่รู้จักอัลลอฮ์และนอบน้อมแต่พระองค์เท่านั้น ที่จะรู้สึกว่า การละหมาดนั้นเป็นเรื่องเล็กน้อย และปฏิบัติด้วยความศรัทธา,th,2024-01-21 17:35:11,2024-01-21 17:35:11
79,54,2,47,(79)เหนือกว่าประชาชาติในสมัยนั้น และประชาชาติในอดีต เนื่องจากพวกเขายึดมั่นในบัญญัติแห่งศาสนาของพวกเขา,th,2024-01-21 17:35:11,2024-01-21 17:35:11
80,55,2,48,(80)ไม่มีคนใดที่จะช่วยแบกภาระแทนกันได้ แม้แต่จะเป็นพ่อแม่ พี่น้อง และลูก ภรรยาก็ตาม,th,2024-01-21 17:35:11,2024-01-21 17:35:11
81,55,2,48,(81)การขอให้ผู้อื่นมาช่วยเหลือให้ตนได้รับความกรุณาจากอัลลอฮ์นั้น ก็จะไม่ได้รับอนุมัติจากพระองค์,th,2024-01-21 17:35:11,2024-01-21 17:35:11
82,55,2,48,(82)ถ้าชีวิตนั้นจะนำค่าไถ่ถอนใดๆ เพื่อถ่ายถอนตัวเองให้พ้นจากการลงโทษ อัลลอฮ์ก็จะไม่ทรงรับ ดังกล่าวนี้เพียงเปรียบเทียบให้ทราบว่าไม่มีหนทางใดที่เขาจะหลีกเลี่ยงให้พ้นการลงโทษไปได้เท่านั้น,th,2024-01-21 17:35:11,2024-01-21 17:35:11
83,56,2,49,(83)การเอาพวกเขาเป็นทาสแล้วใช้พวกเขาให้ทำงานหนัก,th,2024-01-21 17:35:11,2024-01-21 17:35:11
84,56,2,49,(84)โดยมีเจตนาทำลายประชาชาติอิสรออีล ให้สูญพันธุ์,th,2024-01-21 17:35:11,2024-01-21 17:35:11
85,56,2,49,(85)ทั้งนี้เพื่อให้พวกเขาได้รำลึกถึงความกรุณาของส่วนบุคคลอัลลอฮ์อยู่เสมอ จะได้ไม่ดื้อดึงต่อพระองค์อีก,th,2024-01-21 17:35:11,2024-01-21 17:35:11
